Churn,customer_gender_is_Male,customer_is_SeniorCitizen,customer_has_Partner,customer_has_Dependents,customer_tenure,phone_has_PhoneService,phone_has_MultipleLines,internet_has_StreamingMovies,internet_has_DeviceProtection,internet_has_OnlineBackup,internet_has_OnlineSecurity,internet_has_StreamingTV,internet_has_TechSupport,internet_Service_dsl,internet_Service_fiber_optic,internet_Service_no,account_is_PaperlessBilling,account_Charges_Monthly,account_Charges_Daily,account_Charges_Total,account_Payment_bank_transfer_(automatic),account_Payment_credit_card_(automatic),account_Payment_electronic_check,account_Payment_mailed_check,account_Contract_month-to-month,account_Contract_one_year,account_Contract_two_year
1,1,0,0,1,12,1,1,0,0,0,0,0,0,0,1,0,1,73.75,2.4583333333333335,871.4,0,1,0,0,1,0,0
0,0,0,0,0,31,0,0,1,0,1,1,0,1,1,0,0,1,49.85,1.6616666666666666,1520.1,1,0,0,0,0,0,1
0,0,0,1,0,45,1,0,0,1,0,0,0,0,1,0,0,1,50.25,1.675,2221.55,0,1,0,0,1,0,0
0,1,0,0,0,72,1,0,0,0,0,0,0,0,0,0,1,1,19.8,0.66,1468.75,0,1,0,0,0,0,1
0,1,0,1,1,45,1,1,1,1,1,0,0,0,0,1,0,1,95.0,3.1666666666666665,4368.85,0,1,0,0,0,1,0
0,1,0,0,1,62,1,1,0,0,0,0,0,0,0,0,1,1,24.4,0.8133333333333332,1413.0,0,0,0,1,0,0,1
0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,19.55,0.6516666666666667,280.85,0,0,0,1,0,1,0
0,1,0,0,0,54,1,1,1,1,0,1,1,1,1,0,0,0,87.1,2.9033333333333333,4735.2,1,0,0,0,0,0,1
0,1,0,0,0,15,1,1,0,0,0,0,0,0,0,0,1,1,26.35,0.8783333333333334,378.6,0,0,1,0,1,0,0
0,1,0,1,1,22,1,0,0,0,0,1,0,0,0,1,0,0,75.0,2.5,1573.95,1,0,0,0,1,0,0
1,1,0,0,0,12,1,1,0,0,0,0,1,0,0,1,0,1,84.45,2.815,1059.55,0,0,1,0,1,0,0
1,1,0,1,1,49,0,0,1,0,1,0,1,0,1,0,0,1,51.8,1.7266666666666666,2541.25,1,0,0,0,0,1,0
1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,44.6,1.4866666666666668,97.1,0,0,1,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.45,0.6483333333333333,19.45,0,0,1,0,1,0,0
1,1,0,1,1,24,1,1,0,0,0,1,0,0,1,0,0,0,54.75,1.825,1338.15,0,0,1,0,1,0,0
0,0,0,1,0,53,1,1,1,1,1,1,0,0,1,0,0,0,74.1,2.4699999999999998,3833.95,1,0,0,0,0,1,0
0,0,0,1,0,42,1,1,0,1,0,0,0,1,0,1,0,1,85.9,2.8633333333333337,3729.75,0,1,0,0,1,0,0
0,1,1,1,0,56,1,0,1,1,1,1,1,1,1,0,0,1,85.65,2.855,4824.45,1,0,0,0,0,0,1
0,1,0,0,0,28,0,0,0,0,0,0,0,1,1,0,0,1,30.1,1.0033333333333334,810.85,0,1,0,0,1,0,0
0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,19.7,0.6566666666666666,111.65,0,0,0,1,1,0,0
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,49.9,1.6633333333333333,49.9,0,0,0,1,1,0,0
1,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,1,76.5,2.55,837.95,0,0,1,0,1,0,0
1,0,0,1,0,37,1,1,0,1,0,0,0,0,0,1,0,1,78.95,2.631666666666667,2839.65,0,1,0,0,1,0,0
0,0,1,1,0,56,1,1,0,1,1,1,0,1,0,1,0,0,95.65,3.1883333333333335,5471.75,0,0,1,0,0,1,0
0,0,0,0,0,7,1,0,1,0,0,1,0,0,1,0,0,1,59.1,1.97,369.25,0,0,1,0,0,1,0
1,1,1,0,0,66,1,1,1,1,1,0,1,1,0,1,0,0,110.9,3.6966666666666668,7432.05,0,1,0,0,0,1,0
0,0,0,1,1,25,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,520.1,0,0,0,1,0,1,0
0,1,0,1,0,57,1,0,0,0,1,1,0,1,1,0,0,1,59.75,1.9916666666666667,3450.15,0,0,1,0,0,0,1
0,0,0,1,1,47,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,1016.7,0,1,0,0,0,0,1
0,0,0,0,1,8,0,0,1,0,0,1,0,0,1,0,0,1,38.5,1.2833333333333334,330.8,0,0,1,0,1,0,0
0,1,1,0,0,12,0,0,0,0,1,0,0,0,1,0,0,1,29.35,0.9783333333333334,381.2,0,1,0,0,1,0,0
0,0,0,1,1,58,1,0,0,0,0,0,0,0,1,0,0,1,44.1,1.47,2413.05,0,0,0,1,0,1,0
0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,19.9,0.6633333333333333,33.7,0,1,0,0,1,0,0
1,0,0,0,0,7,1,0,0,0,0,0,1,0,0,1,0,1,79.0,2.6333333333333333,522.95,0,0,1,0,1,0,0
0,1,0,0,0,52,1,1,1,0,0,1,1,1,1,0,0,1,79.75,2.658333333333333,4217.8,0,1,0,0,0,0,1
0,1,0,1,1,70,1,1,0,1,1,1,1,1,1,0,0,1,79.25,2.6416666666666666,5731.85,1,0,0,0,0,0,1
1,0,0,0,0,22,1,0,0,0,0,1,0,0,1,0,0,1,48.8,1.6266666666666665,1054.6,0,1,0,0,1,0,0
1,1,1,1,1,46,1,1,0,1,1,1,1,0,0,1,0,1,100.7,3.356666666666667,4541.2,0,0,1,0,1,0,0
0,1,0,0,1,39,1,1,1,0,0,0,1,1,0,1,0,0,100.55,3.3516666666666666,3895.35,0,0,0,1,0,0,1
0,0,0,1,1,63,1,0,0,0,0,0,0,0,0,0,1,0,19.35,0.645,1263.85,0,0,1,0,0,0,1
0,0,0,1,1,54,1,0,0,0,0,0,0,0,0,0,1,1,20.35,0.6783333333333333,1092.35,1,0,0,0,0,0,1
0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,19.5,0.65,226.8,0,0,0,1,0,1,0
0,1,0,1,0,71,1,1,1,1,1,1,0,1,1,0,0,1,80.1,2.67,5585.4,0,0,0,1,0,0,1
0,1,0,1,0,43,1,0,0,1,0,1,0,1,0,1,0,1,84.25,2.808333333333333,3539.25,1,0,0,0,0,1,0
1,1,1,0,0,38,1,0,0,1,1,0,1,1,1,0,0,1,70.15,2.3383333333333334,2497.35,0,1,0,0,0,1,0
0,1,1,1,0,21,1,0,0,1,0,0,1,0,0,1,0,0,86.55,2.885,1857.25,1,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,69.2,2.3066666666666666,69.2,0,0,1,0,1,0,0
0,1,0,0,0,19,1,0,1,0,0,0,0,1,0,1,0,1,87.7,2.9233333333333333,1725.95,0,1,0,0,0,1,0
0,1,0,1,0,59,1,1,1,1,1,1,1,1,0,1,0,0,113.75,3.7916666666666665,6561.25,0,0,1,0,0,0,1
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,44.15,1.4716666666666667,44.15,0,0,0,1,1,0,0
0,0,0,1,0,72,1,1,0,1,1,1,1,1,0,1,0,1,103.95,3.4650000000000003,7556.9,1,0,0,0,0,0,1
0,1,0,0,1,29,1,1,1,1,1,0,0,1,0,1,0,0,100.55,3.3516666666666666,2830.45,0,1,0,0,0,1,0
0,0,0,1,1,36,0,0,0,1,0,1,0,1,1,0,0,0,40.65,1.355,1547.35,0,1,0,0,0,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,69.6,2.32,69.6,0,0,1,0,1,0,0
0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,176.3,0,0,0,1,0,1,0
1,0,0,0,0,39,1,0,0,1,0,0,0,1,0,1,0,1,80.45,2.6816666666666666,3201.55,0,0,1,0,0,0,1
0,0,1,1,0,17,1,1,1,0,0,0,1,0,0,1,0,1,92.55,3.085,1614.7,0,0,1,0,1,0,0
0,1,0,1,1,12,1,0,0,0,0,0,1,0,1,0,0,1,56.3,1.8766666666666665,628.65,0,0,0,1,1,0,0
0,0,0,1,0,58,1,1,0,0,0,1,0,1,1,0,0,1,61.05,2.0349999999999997,3478.75,1,0,0,0,0,1,0
0,1,0,1,0,57,1,0,0,0,0,1,0,1,1,0,0,0,55.7,1.8566666666666667,3171.6,0,0,1,0,1,0,0
0,0,0,1,1,69,1,0,0,0,0,0,0,0,0,0,1,0,20.15,0.6716666666666666,1337.5,1,0,0,0,0,0,1
0,0,0,0,0,23,1,1,1,1,0,1,1,0,1,0,0,1,78.55,2.618333333333333,1843.05,0,0,1,0,0,1,0
0,0,0,0,0,33,1,0,0,0,1,0,0,1,0,1,0,1,79.95,2.665,2684.85,1,0,0,0,0,1,0
1,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,45.0,1.5,127.1,0,0,1,0,1,0,0
0,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,0,19.9,0.6633333333333333,153.95,0,1,0,0,0,1,0
0,1,0,1,1,34,1,0,0,1,1,0,1,0,0,1,0,1,89.85,2.9949999999999997,3091.75,0,0,1,0,1,0,0
1,1,0,1,1,14,1,0,0,0,1,1,1,0,1,0,0,1,65.45,2.1816666666666666,937.6,0,0,1,0,1,0,0
0,1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,1,0,24.3,0.81,1643.25,1,0,0,0,0,0,1
0,1,0,1,0,71,1,0,0,0,0,1,0,1,1,0,0,0,54.5,1.8166666666666667,3778.2,1,0,0,0,0,0,1
0,1,0,1,1,64,1,0,1,1,0,1,1,0,1,0,0,1,73.05,2.435,4688.65,0,1,0,0,0,1,0
0,1,0,1,1,53,1,0,0,0,1,0,1,1,1,0,0,0,65.0,2.1666666666666665,3363.8,0,1,0,0,1,0,0
0,0,0,1,0,68,1,1,0,1,0,0,1,0,0,1,0,1,89.95,2.9983333333333335,5974.3,1,0,0,0,0,0,1
1,1,0,1,1,5,1,1,0,0,1,0,0,0,0,1,0,1,80.15,2.671666666666667,385.0,0,0,1,0,1,0,0
0,1,1,0,0,52,1,1,0,0,0,0,0,0,0,1,0,1,72.95,2.4316666666666666,3829.75,1,0,0,0,1,0,0
1,1,0,1,0,67,1,1,1,1,1,0,1,0,0,1,0,0,104.1,3.4699999999999998,7040.85,0,0,1,0,0,1,0
0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,1,0,20.5,0.6833333333333333,1424.9,0,1,0,0,0,0,1
0,0,0,1,1,49,1,0,1,1,1,0,1,0,1,0,0,0,78.0,2.6,3824.2,0,1,0,0,0,1,0
0,1,0,1,1,37,1,0,0,0,0,0,0,0,0,0,1,0,19.8,0.66,726.1,1,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0.6666666666666666,20.0,0,0,0,1,1,0,0
1,1,0,0,0,23,1,1,0,1,0,0,0,0,0,1,0,1,81.0,2.7,1917.1,0,0,1,0,1,0,0
0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,1,20.45,0.6816666666666666,237.3,0,1,0,0,1,0,0
0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,1,0,19.7,0.6566666666666666,1341.5,1,0,0,0,0,1,0
0,1,0,0,0,40,1,0,0,0,1,1,0,1,1,0,0,1,61.9,2.0633333333333335,2647.1,0,0,0,1,1,0,0
0,0,0,1,1,69,1,1,1,0,1,0,0,1,0,1,0,1,93.3,3.11,6398.05,1,0,0,0,0,0,1
0,0,0,1,1,71,1,1,0,0,0,0,0,0,0,0,1,0,24.7,0.8233333333333334,1810.55,1,0,0,0,0,0,1
0,1,0,1,1,61,1,0,1,1,1,1,1,1,1,0,0,0,84.9,2.83,5264.5,1,0,0,0,0,1,0
0,0,0,0,0,26,1,1,1,1,0,0,1,0,0,1,0,1,100.5,3.35,2599.95,1,0,0,0,1,0,0
1,0,0,1,1,48,1,1,1,0,0,0,0,0,0,1,0,1,82.05,2.735,4029.95,0,0,0,1,0,1,0
0,1,0,1,1,60,1,0,0,0,0,0,0,0,0,0,1,0,20.55,0.685,1205.05,0,0,0,1,0,0,1
0,1,0,1,0,15,1,0,0,0,0,0,0,0,0,1,0,1,68.6,2.2866666666666666,1108.6,1,0,0,0,1,0,0
0,0,0,1,0,69,1,0,1,0,1,1,1,1,0,1,0,1,106.4,3.546666666666667,7251.9,0,1,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.65,0.6549999999999999,19.65,0,0,0,1,1,0,0
1,1,0,1,0,59,0,0,1,0,1,0,0,0,1,0,0,1,41.05,1.3683333333333332,2452.7,1,0,0,0,1,0,0
0,1,0,1,1,54,1,1,1,0,1,0,1,1,0,1,0,1,105.2,3.506666666666667,5637.85,0,0,1,0,0,1,0
0,1,0,1,1,72,0,0,1,1,0,1,1,1,1,0,0,0,60.95,2.0316666666666667,4549.05,1,0,0,0,0,0,1
0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,19.5,0.65,150.35,1,0,0,0,1,0,0
0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,44.5,1.4833333333333334,90.05,0,0,1,0,1,0,0
0,1,0,1,1,66,1,0,0,0,0,0,0,0,0,0,1,1,19.75,0.6583333333333333,1344.5,0,0,0,1,0,0,1
0,0,0,1,1,72,1,1,1,1,1,0,0,1,0,1,0,1,98.65,3.2883333333333336,7129.45,1,0,0,0,0,0,1
1,1,0,0,0,43,1,0,0,0,0,1,0,0,0,1,0,1,75.2,2.506666666666667,3198.6,0,0,1,0,1,0,0
0,0,1,0,0,57,0,0,1,1,1,0,1,0,1,0,0,1,55.0,1.8333333333333333,3094.05,0,0,1,0,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,40.1,1.3366666666666667,40.1,0,0,1,0,1,0,0
1,0,0,1,1,32,1,1,1,1,0,0,0,0,0,1,0,1,91.05,3.0349999999999997,2954.5,1,0,0,0,1,0,0
0,1,1,1,0,55,1,1,1,1,1,0,1,1,0,1,0,1,113.6,3.7866666666666666,6292.7,0,0,1,0,0,0,1
0,1,0,1,0,51,0,0,0,0,1,0,0,0,1,0,0,1,30.05,1.0016666666666667,1529.45,0,1,0,0,1,0,0
0,0,0,1,1,6,1,0,0,0,0,0,0,1,1,0,0,1,48.8,1.6266666666666665,297.35,0,0,0,1,1,0,0
1,1,0,1,1,8,1,0,0,1,0,0,0,0,1,0,0,1,51.05,1.7016666666666667,415.05,0,0,1,0,1,0,0
0,0,0,0,0,28,0,0,0,1,0,0,0,1,1,0,0,1,35.75,1.1916666666666667,961.4,0,0,0,1,1,0,0
0,1,0,1,1,16,1,0,0,0,1,1,0,0,1,0,0,1,55.85,1.8616666666666668,857.8,0,0,0,1,0,1,0
0,0,1,0,1,30,1,1,1,0,0,0,1,1,0,1,0,1,101.3,3.3766666666666665,2974.5,0,0,1,0,1,0,0
0,0,0,0,0,12,0,0,1,1,1,0,1,1,1,0,0,0,60.65,2.0216666666666665,743.3,0,0,1,0,0,1,0
1,0,0,0,0,60,1,1,1,1,1,0,1,0,0,1,0,1,105.9,3.5300000000000002,6396.45,0,0,1,0,1,0,0
0,1,0,0,0,55,1,0,1,0,1,0,0,1,1,0,0,1,64.2,2.14,3627.3,0,0,1,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,45.35,1.5116666666666667,45.35,0,0,0,1,1,0,0
0,1,0,1,1,34,0,0,0,0,0,0,1,1,1,0,0,1,40.55,1.3516666666666666,1325.85,0,0,1,0,0,0,1
1,1,0,0,0,15,0,0,0,0,0,0,0,1,1,0,0,1,29.7,0.99,438.25,0,0,1,0,1,0,0
1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,80.65,2.6883333333333335,144.15,0,0,1,0,1,0,0
0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,19.7,0.6566666666666666,94.45,0,0,0,1,0,1,0
1,1,0,1,0,66,1,1,1,1,0,1,1,0,0,1,0,1,106.05,3.5349999999999997,6981.35,0,1,0,0,0,0,1
0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,20.85,0.6950000000000001,60.65,0,0,0,1,1,0,0
0,0,0,1,1,72,1,1,0,0,1,1,1,0,0,1,0,1,95.1,3.17,6843.15,0,0,1,0,0,0,1
0,0,0,0,0,10,1,0,1,0,0,0,0,1,1,0,0,1,60.95,2.0316666666666667,629.55,0,0,0,1,1,0,0
1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,50.45,1.6816666666666669,50.45,0,0,1,0,1,0,0
0,0,0,1,1,47,1,0,1,0,1,0,0,1,1,0,0,0,63.8,2.1266666666666665,3007.25,1,0,0,0,0,0,1
0,1,0,0,0,22,0,0,1,1,0,0,1,1,1,0,0,0,56.75,1.8916666666666666,1304.85,1,0,0,0,0,0,1
1,1,0,0,0,31,1,1,1,1,1,0,1,0,0,1,0,1,103.45,3.4483333333333333,3066.45,0,0,1,0,0,1,0
0,0,0,1,1,39,1,0,0,1,0,0,0,1,0,1,0,1,81.5,2.716666666666667,3107.3,1,0,0,0,1,0,0
1,1,1,1,0,30,1,0,0,0,1,0,0,0,1,0,0,1,50.4,1.68,1527.5,1,0,0,0,1,0,0
0,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,1,1,20.1,0.67,232.4,0,1,0,0,1,0,0
1,1,1,1,0,10,1,1,1,0,0,0,0,0,0,1,0,1,86.65,2.8883333333333336,856.65,0,0,1,0,1,0,0
0,1,1,1,0,45,1,1,1,1,0,1,0,1,1,0,0,0,75.15,2.5050000000000003,3480.35,0,1,0,0,0,0,1
1,1,0,1,0,18,1,1,1,0,0,1,1,0,0,1,0,1,99.4,3.3133333333333335,1742.95,0,0,1,0,1,0,0
0,1,0,1,1,70,0,0,1,1,1,0,1,1,1,0,0,0,60.35,2.0116666666666667,4138.7,0,0,1,0,0,1,0
0,0,0,1,1,72,0,0,1,1,1,1,1,1,1,0,0,1,65.2,2.1733333333333333,4784.45,0,1,0,0,0,0,1
1,0,0,0,0,12,1,1,1,1,1,1,0,0,0,1,0,1,99.7,3.3233333333333333,1238.45,1,0,0,0,1,0,0
0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,19.3,0.6433333333333333,54.7,0,0,0,1,1,0,0
1,0,0,0,0,4,1,1,0,0,1,0,0,0,0,1,0,0,77.95,2.5983333333333336,305.55,1,0,0,0,1,0,0
0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,20.15,0.6716666666666666,130.5,1,0,0,0,1,0,0
0,0,1,1,0,61,1,1,0,1,1,1,0,1,0,1,0,1,94.2,3.14,5895.45,0,1,0,0,1,0,0
0,0,1,1,0,42,1,1,1,1,0,1,1,0,0,1,0,1,105.2,3.506666666666667,4599.15,1,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,50.75,1.6916666666666667,50.75,0,0,0,1,1,0,0
0,1,0,0,0,45,0,0,0,1,0,1,0,1,1,0,0,0,42.3,1.41,1840.75,1,0,0,0,0,1,0
0,0,0,0,0,8,1,0,1,0,0,1,0,1,1,0,0,0,66.05,2.2016666666666667,574.5,1,0,0,0,1,0,0
0,0,0,0,0,14,1,0,1,0,0,0,1,1,1,0,0,1,69.65,2.3216666666666668,921.4,0,0,1,0,1,0,0
0,1,0,0,0,18,1,0,0,1,0,1,1,1,1,0,0,1,68.35,2.2783333333333333,1299.8,0,0,1,0,1,0,0
0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,1,1,25.7,0.8566666666666667,1188.2,0,1,0,0,0,0,1
0,1,0,1,0,27,1,0,0,0,0,1,0,0,1,0,0,0,48.7,1.6233333333333335,1421.75,0,1,0,0,0,1,0
0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,1,0,1,74.15,2.4716666666666667,1345.75,0,0,1,0,1,0,0
1,1,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,1,24.95,0.8316666666666667,100.4,0,0,1,0,1,0,0
0,0,0,1,1,52,1,0,0,1,0,1,0,1,0,1,0,1,84.05,2.8016666666666667,4326.8,1,0,0,0,1,0,0
0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0.6666666666666666,49.65,1,0,0,0,1,0,0
0,0,0,0,0,23,1,0,0,1,0,0,0,0,1,0,0,0,49.7,1.6566666666666667,1081.25,0,1,0,0,1,0,0
1,0,0,1,1,17,1,1,0,0,0,0,0,0,0,0,1,0,24.1,0.8033333333333333,409.9,0,0,0,1,1,0,0
0,0,0,1,0,20,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,393.15,0,0,0,1,0,1,0
0,1,1,0,0,31,1,1,0,1,0,0,1,1,0,1,0,1,96.6,3.2199999999999998,2877.95,1,0,0,0,1,0,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.3,0.6766666666666666,20.3,1,0,0,0,1,0,0
0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,1,1,20.2,0.6733333333333333,684.4,0,0,0,1,0,0,1
0,0,0,1,1,6,0,0,0,1,1,0,0,1,1,0,0,0,40.55,1.3516666666666666,217.5,0,0,0,1,0,0,1
1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,75.55,2.518333333333333,166.3,0,0,1,0,1,0,0
0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,20.4,0.6799999999999999,275.7,1,0,0,0,0,1,0
0,1,0,0,0,63,1,1,1,0,1,0,0,0,0,1,0,0,90.45,3.015,5825.5,0,1,0,0,0,1,0
0,1,0,1,0,68,1,1,1,0,1,1,1,1,0,1,0,1,107.7,3.5900000000000003,7320.9,0,0,1,0,1,0,0
0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,74.5,2.4833333333333334,217.45,0,0,1,0,1,0,0
0,1,0,0,0,58,1,1,0,0,0,0,0,1,0,1,0,0,80.65,2.6883333333333335,4807.35,1,0,0,0,1,0,0
1,0,0,0,0,19,1,0,1,1,0,1,1,1,0,1,0,1,106.6,3.5533333333333332,1934.45,0,0,1,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,45.8,1.5266666666666666,45.8,0,0,1,0,1,0,0
0,0,1,1,1,24,1,0,1,1,0,0,1,0,0,1,0,1,96.55,3.2183333333333333,2263.45,0,0,1,0,0,0,1
1,0,0,0,0,18,1,1,0,0,0,0,1,0,0,1,0,1,85.2,2.8400000000000003,1553.9,0,0,1,0,1,0,0
0,1,0,1,1,51,1,0,1,0,0,1,1,1,1,0,0,1,76.4,2.546666666666667,3966.3,1,0,0,0,0,1,0
0,1,0,1,0,45,1,0,1,1,1,1,1,0,1,0,0,0,78.8,2.6266666666666665,3597.5,1,0,0,0,0,1,0
0,0,0,1,1,61,1,1,0,0,1,1,0,0,1,0,0,0,59.8,1.9933333333333332,3641.5,0,0,1,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.2,0.6733333333333333,20.2,0,0,0,1,1,0,0
0,0,0,1,0,33,1,0,0,0,1,0,0,1,1,0,0,1,53.75,1.7916666666666667,1857.3,0,1,0,0,0,1,0
1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,46.0,1.5333333333333334,84.5,0,1,0,0,1,0,0
1,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,1,0,20.15,0.6716666666666666,156.25,1,0,0,0,1,0,0
0,0,0,1,1,26,1,0,0,0,0,0,0,0,0,0,1,0,19.65,0.6549999999999999,494.9,0,1,0,0,0,0,1
0,0,0,0,0,23,1,0,0,0,0,1,0,0,0,1,0,1,75.0,2.5,1778.5,1,0,0,0,1,0,0
1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,44.65,1.4883333333333333,44.65,0,0,0,1,1,0,0
1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,1,95.15,3.171666666666667,196.9,0,0,1,0,1,0,0
0,1,1,1,0,13,1,1,1,0,1,1,0,0,0,1,0,0,93.8,3.1266666666666665,1261.0,0,1,0,0,1,0,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,20.15,0.6716666666666666,20.15,0,1,0,0,1,0,0
0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,1,29.05,0.9683333333333334,129.6,0,0,1,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,19.75,0.6583333333333333,19.75,0,1,0,0,1,0,0
1,1,0,0,0,22,1,1,0,0,1,1,0,0,1,0,0,0,59.0,1.9666666666666666,1254.7,0,0,1,0,1,0,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,19.6,0.6533333333333334,35.85,0,0,1,0,1,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,35.9,1.1966666666666665,35.9,0,0,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,1,68.65,2.2883333333333336,1493.2,0,0,1,0,1,0,0
0,1,1,1,0,45,1,1,0,1,1,0,1,1,0,1,0,1,98.7,3.29,4525.8,1,0,0,0,0,1,0
0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,1,0,1,86.55,2.885,1066.9,0,0,1,0,1,0,0
0,1,0,1,1,72,1,1,0,1,1,1,0,0,1,0,0,0,64.45,2.1483333333333334,4720.0,0,1,0,0,0,0,1
0,1,0,1,1,63,1,0,0,1,1,1,1,1,1,0,0,0,74.5,2.4833333333333334,4674.55,0,1,0,0,0,0,1
1,0,0,1,0,15,1,0,0,1,0,0,1,0,0,1,0,1,84.3,2.81,1308.4,0,0,1,0,1,0,0
0,1,0,1,0,43,1,1,1,1,0,1,1,0,1,0,0,1,80.2,2.6733333333333333,3581.6,0,0,1,0,0,1,0
0,0,1,1,0,60,1,0,1,1,1,1,1,1,0,1,0,1,110.0,3.6666666666666665,6668.35,1,0,0,0,0,0,1
0,1,0,1,0,31,1,1,0,0,0,0,1,0,1,0,0,1,59.05,1.9683333333333333,1882.8,0,1,0,0,1,0,0
0,0,0,1,1,53,1,0,0,0,0,0,0,0,0,0,1,0,19.55,0.6516666666666667,1007.9,1,0,0,0,0,1,0
0,0,1,0,0,67,1,1,0,0,1,0,0,0,1,0,0,0,54.9,1.8299999999999998,3725.5,0,0,1,0,1,0,0
0,1,0,0,0,72,1,1,1,1,1,1,1,1,1,0,0,0,88.55,2.9516666666666667,6362.35,0,1,0,0,0,0,1
0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,20.05,0.6683333333333333,85.5,1,0,0,0,1,0,0
0,0,0,0,1,51,0,0,1,1,0,1,1,1,1,0,0,0,60.15,2.005,3077.0,1,0,0,0,0,1,0
0,0,0,0,0,15,1,1,0,0,0,0,0,0,1,0,0,1,48.8,1.6266666666666665,720.1,0,0,0,1,1,0,0
0,0,0,1,1,69,1,0,0,0,0,0,0,0,0,0,1,0,19.8,0.66,1436.95,0,1,0,0,0,0,1
0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,44.55,1.4849999999999999,220.75,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.9,0.6633333333333333,19.9,0,0,0,1,1,0,0
0,1,0,0,0,55,1,0,1,0,1,1,1,0,0,1,0,1,100.9,3.3633333333333337,5552.05,0,0,0,1,0,1,0
